Band,Subject,Unit,AreaofStudy,Code,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The way in which arguments and language complement one another and interact to position the intended audience,"identify and analyse, and apply:",2,6
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The way in which arguments and language complement one another and interact to position the intended audience,"identify and analyse, and apply:",2,6
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The effect of the author’s identity and context on the intended audience,"identify and analyse, and apply:",2,7
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The effect of the author’s identity and context on the intended audience,"identify and analyse, and apply:",2,7
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The role of visuals to support and enhance argument,"identify and analyse, and apply:",2,8
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The role of visuals to support and enhance argument,"identify and analyse, and apply:",2,8
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The features of print, and audio and/or audio visual texts","identify and analyse, and apply:",2,9
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The features of print, and audio and/or audio visual texts","identify and analyse, and apply:",2,9
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The intonation, volume, pace, pausing and stress used when presenting a point of view in audio and/or audio visual texts","identify and analyse, and apply:",2,10
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The intonation, volume, pace, pausing and stress used when presenting a point of view in audio and/or audio visual texts","identify and analyse, and apply:",2,10
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Apply the conventions and protocols of discussion and debate,,1,11
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Apply the conventions and protocols of discussion and debate,,1,11
